R1
,D0601
,,RealSessions_AJQGWGESKQT4Y_x,RealSessions_AJQGWGESKQT4Y_y,,RealSessions_A3GWRDHAURRNK6_x,RealSessions_A3GWRDHAURRNK6_y,,RealSessions_AVBRJBJONL47I_x,RealSessions_AVBRJBJONL47I_y,,RealSessions_A1A1ZXUVSV4YR8_x,RealSessions_A1A1ZXUVSV4YR8_y
,,86,0.15663,,86,0.15663,,86,0.15663,,86,0.15663
,,137,0.21386,,138,0.25201,,136,0.24096,,140,0.22791
,,189,0.29317,,180,0.3002,,177,0.29016,,205,0.29016
,,259,0.35542,,229,0.32831,,230,0.34337,,234,0.31526
,,324,0.40261,,284,0.39056,,264,0.36948,,281,0.34137
,,381,0.4247,,349,0.41466,,315,0.39458,,324,0.36747
,,431,0.45281,,391,0.4488,,380,0.43273,,374,0.40462
,,475,0.5,,445,0.45884,,428,0.44679,,427,0.43574
,,,,,499,0.47892,,477,0.47691,,463,0.44478
,,,,,564,0.50301,,527,0.49197,,489,0.46888
,,,,,608,0.52008,,584,0.51205,,538,0.50402
,,,,,,,,641,0.53313,,,
,,,,,,,,695,0.55823,,,
,,,,,,,,762,0.58434,,,
,,,,,,,,827,0.59538,,,
,D0603
,,RealSessions_AJQGWGESKQT4Y_x,RealSessions_AJQGWGESKQT4Y_y,,RealSessions_A3GWRDHAURRNK6_x,RealSessions_A3GWRDHAURRNK6_y,,RealSessions_A1A1ZXUVSV4YR8_x,RealSessions_A1A1ZXUVSV4YR8_y,,RealSessions_AVBRJBJONL47I_x,RealSessions_AVBRJBJONL47I_y
,,85,0.14132,,85,0.14132,,85,0.14132,,85,0.14132
,,141,0.2208,,147,0.22277,,141,0.2208,,143,0.22473
,,208,0.31305,,196,0.28459,,195,0.316,,177,0.27184
,,257,0.37193,,251,0.35623,,262,0.38862,,232,0.31796
,,316,0.42787,,302,0.42493,,300,0.44848,,290,0.34642
,,373,0.47399,,353,0.48283,,353,0.47399,,347,0.3896
,,424,0.5054,,395,0.52306,,404,0.50147,,403,0.42591
,,473,0.53189,,452,0.54465,,466,0.52012,,466,0.45633
,,526,0.55152,,513,0.5633,,524,0.54465,,528,0.48086
,,561,0.57311,,561,0.57017,,583,0.5633,,566,0.53778
,,,,,623,0.579,,,,,621,0.5633
,,,,,685,0.59078,,,,,672,0.58881
,,,,,729,0.61825,,,,,726,0.60255
,,,,,773,0.62316,,,,,783,0.62414
,,,,,,,,,,,841,0.64475
,,,,,,,,,,,886,0.65162
,D0605
,,RealSessions_AJQGWGESKQT4Y_x,RealSessions_AJQGWGESKQT4Y_y,,RealSessions_A3GWRDHAURRNK6_x,RealSessions_A3GWRDHAURRNK6_y,,RealSessions_A1A1ZXUVSV4YR8_x,RealSessions_A1A1ZXUVSV4YR8_y,,RealSessions_AVBRJBJONL47I_x,RealSessions_AVBRJBJONL47I_y
,,86,0.16796,,86,0.16796,,86,0.16796,,86,0.16796
,,110,0.20874,,140,0.24175,,128,0.23883,,138,0.23398
,,146,0.26893,,187,0.29612,,150,0.26117,,168,0.26505
,,176,0.29515,,218,0.3233,,217,0.33883,,185,0.2835
,,218,0.34951,,258,0.36019,,272,0.39417,,222,0.33883
,,255,0.37573,,307,0.3932,,302,0.41359,,266,0.37184
,,295,0.41845,,350,0.41359,,351,0.44369,,306,0.41359
,,361,0.45631,,376,0.43107,,391,0.47184,,344,0.44078
,,410,0.47864,,400,0.43786,,458,0.5068,,410,0.4767
,,455,0.50777,,430,0.44757,,499,0.5301,,447,0.49903
,,,,,470,0.48155,,,,,469,0.51165
,,,,,524,0.49709,,,,,492,0.5165
,,,,,564,0.51553,,,,,531,0.53495
,,,,,589,0.52816,,,,,572,0.54369
,,,,,,,,,,,613,0.55728
,D0608
,,RealSessions_A1A1ZXUVSV4YR8_x,RealSessions_A1A1ZXUVSV4YR8_y,,RealSessions_AJQGWGESKQT4Y_x,RealSessions_AJQGWGESKQT4Y_y,,RealSessions_A3GWRDHAURRNK6_x,RealSessions_A3GWRDHAURRNK6_y,,RealSessions_AVBRJBJONL47I_x,RealSessions_AVBRJBJONL47I_y
,,85,0.14889,,85,0.14889,,85,0.14889,,85,0.14889
,,147,0.2495,,130,0.21831,,130,0.21831,,135,0.20926
,,188,0.3169,,188,0.31087,,183,0.30785,,192,0.25956
,,237,0.34809,,237,0.35211,,239,0.37324,,254,0.34708
,,272,0.37022,,269,0.38229,,293,0.3994,,286,0.37726
,,317,0.41046,,331,0.42757,,327,0.41851,,344,0.43964
,,349,0.4326,,379,0.45573,,387,0.4507,,404,0.4668
,,407,0.48994,,426,0.48189,,444,0.48189,,449,0.50101
,,469,0.50704,,474,0.50402,,500,0.51107,,500,0.51811
,,,,,496,0.51811,,562,0.53018,,549,0.53421
,,,,,,,,616,0.55131,,617,0.55835
,,,,,,,,650,0.55332,,,
,,,,,,,,681,0.55835,,,
,,,,,,,,735,0.56439,,,
,D0614
,,RealSessions_AJQGWGESKQT4Y_x,RealSessions_AJQGWGESKQT4Y_y,,RealSessions_A3GWRDHAURRNK6_x,RealSessions_A3GWRDHAURRNK6_y,,RealSessions_AVBRJBJONL47I_x,RealSessions_AVBRJBJONL47I_y,,RealSessions_A1A1ZXUVSV4YR8_x,RealSessions_A1A1ZXUVSV4YR8_y
,,81,0.15622,,81,0.15622,,81,0.15622,,81,0.15622
,,137,0.24577,,137,0.24577,,137,0.24577,,137,0.24577
,,195,0.35323,,197,0.32637,,197,0.32637,,198,0.33532
,,256,0.42985,,255,0.4209,,229,0.37811,,258,0.40796
,,298,0.46965,,287,0.46169,,272,0.42289,,316,0.49154
,,358,0.52139,,344,0.50647,,330,0.50149,,362,0.51542
,,419,0.54826,,392,0.53532,,368,0.52935,,415,0.54129
,,466,0.58209,,445,0.55323,,421,0.56517,,446,0.55323
,,,,,504,0.5801,,461,0.59104,,498,0.57612
,,,,,565,0.61791,,,,,,
,,,,,607,0.63184,,,,,,
,,,,,631,0.63781,,,,,,
,,,,,687,0.65871,,,,,,
,,,,,735,0.67761,,,,,,
,,,,,777,0.68358,,,,,,
,D0615
,,RealSessions_AJQGWGESKQT4Y_x,RealSessions_AJQGWGESKQT4Y_y,,RealSessions_A3GWRDHAURRNK6_x,RealSessions_A3GWRDHAURRNK6_y,,RealSessions_A1A1ZXUVSV4YR8_x,RealSessions_A1A1ZXUVSV4YR8_y,,RealSessions_AVBRJBJONL47I_x,RealSessions_AVBRJBJONL47I_y
,,86,0.14072,,86,0.14072,,86,0.14072,,86,0.14072
,,128,0.1996,,139,0.22854,,121,0.1986,,141,0.22355
,,171,0.23952,,174,0.26846,,143,0.23154,,183,0.26846
,,235,0.2984,,238,0.32136,,183,0.26447,,247,0.32036
,,275,0.34232,,294,0.34731,,228,0.33134,,294,0.33533
,,330,0.38323,,349,0.37924,,249,0.34331,,328,0.35629
,,368,0.40719,,394,0.39721,,313,0.39022,,361,0.37026
,,,,,439,0.40619,,359,0.41916,,415,0.4002
,,,,,463,0.41317,,413,0.44012,,456,0.41617
,,,,,512,0.42814,,,,,499,0.44012
,,,,,555,0.43513,,,,,544,0.46108
,,,,,,,,,,,592,0.46707
,,,,,,,,,,,630,0.47904
,D0616
,,RealSessions_AJQGWGESKQT4Y_x,RealSessions_AJQGWGESKQT4Y_y,,RealSessions_A3GWRDHAURRNK6_x,RealSessions_A3GWRDHAURRNK6_y,,RealSessions_AVBRJBJONL47I_x,RealSessions_AVBRJBJONL47I_y,,RealSessions_A1A1ZXUVSV4YR8_x,RealSessions_A1A1ZXUVSV4YR8_y
,,87,0.14258,,87,0.14258,,87,0.14258,,87,0.14258
,,144,0.25879,,151,0.23828,,144,0.25879,,135,0.20801
,,204,0.3252,,213,0.3125,,204,0.3252,,193,0.25977
,,256,0.35938,,270,0.39453,,237,0.3584,,226,0.29785
,,307,0.40527,,321,0.44043,,299,0.41309,,245,0.30859
,,351,0.44434,,366,0.46875,,369,0.45898,,282,0.33496
,,404,0.49121,,410,0.48535,,420,0.4707,,339,0.40625
,,456,0.52539,,458,0.51562,,471,0.49219,,399,0.44043
,,,,,503,0.54688,,503,0.50488,,451,0.4834
,,,,,556,0.56934,,550,0.52246,,499,0.51074
,,,,,595,0.58301,,589,0.54492,,559,0.5293
,,,,,649,0.62305,,637,0.56934,,606,0.55078
,,,,,,,,691,0.60938,,651,0.56543
,,,,,,,,751,0.62109,,,
,,,,,,,,804,0.6377,,,
,,,,,,,,827,0.63867,,,
,,,,,,,,857,0.64746,,,
,D0617
,,RealSessions_AJQGWGESKQT4Y_x,RealSessions_AJQGWGESKQT4Y_y,,RealSessions_A3GWRDHAURRNK6_x,RealSessions_A3GWRDHAURRNK6_y,,RealSessions_A1A1ZXUVSV4YR8_x,RealSessions_A1A1ZXUVSV4YR8_y,,RealSessions_AVBRJBJONL47I_x,RealSessions_AVBRJBJONL47I_y
,,29,0.06114,,29,0.06114,,29,0.06114,,29,0.06114
,,61,0.12032,,67,0.12229,,72,0.14793,,72,0.14793
,,109,0.17456,,121,0.19724,,92,0.16667,,122,0.19625
,,146,0.2426,,173,0.27712,,152,0.26233,,154,0.22978
,,181,0.28698,,233,0.35207,,194,0.31558,,215,0.29684
,,242,0.33333,,256,0.37475,,239,0.35996,,265,0.33136
,,292,0.35996,,304,0.39448,,287,0.39645,,319,0.39448
,,352,0.38955,,361,0.42308,,320,0.41716,,376,0.46252
,,409,0.42209,,404,0.43097,,351,0.42899,,428,0.48225
,,448,0.44181,,439,0.4497,,386,0.4497,,476,0.49606
,,,,,487,0.47732,,435,0.47239,,506,0.50394
,,,,,534,0.51085,,,,,541,0.52465
,,,,,595,0.52564,,,,,589,0.54438
,D0620
,,RealSessions_AJQGWGESKQT4Y_x,RealSessions_AJQGWGESKQT4Y_y,,RealSessions_A3GWRDHAURRNK6_x,RealSessions_A3GWRDHAURRNK6_y,,RealSessions_AVBRJBJONL47I_x,RealSessions_AVBRJBJONL47I_y,,RealSessions_A1A1ZXUVSV4YR8_x,RealSessions_A1A1ZXUVSV4YR8_y
,,88,0.17348,,88,0.17348,,88,0.17348,,88,0.17348
,,136,0.24227,,128,0.22134,,146,0.24427,,127,0.2014
,,194,0.29511,,189,0.27817,,194,0.30309,,169,0.2662
,,242,0.34297,,235,0.2991,,234,0.33101,,209,0.31805
,,290,0.38485,,279,0.33699,,276,0.35793,,244,0.34696
,,337,0.41874,,322,0.3659,,315,0.38485,,302,0.38784
,,388,0.44566,,387,0.40578,,350,0.3998,,353,0.41476
,,428,0.46361,,437,0.43071,,396,0.41874,,403,0.45364
,,487,0.48953,,495,0.45862,,435,0.44267,,434,0.47358
,,,,,561,0.47856,,492,0.46261,,,
,,,,,609,0.50847,,546,0.47856,,,
,,,,,662,0.53141,,,,,,
,,,,,722,0.56032,,,,,,
,,,,,772,0.56929,,,,,,
,,,,,834,0.57926,,,,,,
,,,,,884,0.59422,,,,,,
,,,,,927,0.6002,,,,,,
,D0624
,,RealSessions_AJQGWGESKQT4Y_x,RealSessions_AJQGWGESKQT4Y_y,,RealSessions_A3GWRDHAURRNK6_x,RealSessions_A3GWRDHAURRNK6_y,,RealSessions_AVBRJBJONL47I_x,RealSessions_AVBRJBJONL47I_y,,RealSessions_A1A1ZXUVSV4YR8_x,RealSessions_A1A1ZXUVSV4YR8_y
,,89,0.16618,,89,0.16618,,89,0.16618,,89,0.16618
,,128,0.23069,,125,0.22874,,138,0.25122,,138,0.25122
,,198,0.35288,,184,0.32649,,190,0.32942,,185,0.31672
,,247,0.41642,,231,0.38612,,260,0.43011,,237,0.37928
,,291,0.47116,,299,0.46628,,317,0.46823,,276,0.4174
,,338,0.51124,,352,0.50244,,364,0.49169,,334,0.48876
,,387,0.54154,,396,0.52199,,404,0.52199,,386,0.53177
,,,,,437,0.53959,,449,0.54643,,433,0.57185
,,,,,492,0.56891,,496,0.55621,,,
,,,,,536,0.59335,,532,0.5738,,,
,,,,,577,0.6129,,581,0.59531,,,
,,,,,644,0.62854,,610,0.60215,,,
,,,,,683,0.64321,,664,0.6217,,,
,,,,,742,0.65787,,,,,,
,,,,,786,0.68133,,,,,,
,D0627
,,RealSessions_A1171IQSWQS0K8_x,RealSessions_A1171IQSWQS0K8_y,,RealSessions_A3K2VSBTT3WUTI_x,RealSessions_A3K2VSBTT3WUTI_y,,RealSessions_A1ZB2NY0F9QNP0_x,RealSessions_A1ZB2NY0F9QNP0_y,,RealSessions_A17TKHT8FEVH0R_x,RealSessions_A17TKHT8FEVH0R_y
,,20,0.04096,,20,0.04096,,20,0.04096,,20,0.04096
,,58,0.10889,,64,0.0979,,68,0.1049,,38,0.06993
,,118,0.22378,,117,0.18881,,111,0.18581,,91,0.15684
,,172,0.27473,,156,0.24775,,164,0.26474,,135,0.21179
,,222,0.34166,,205,0.30669,,226,0.33566,,193,0.30669
,,258,0.36963,,249,0.35764,,278,0.37662,,254,0.35764
,,304,0.41858,,315,0.4016,,311,0.40559,,277,0.36863
,,343,0.43357,,346,0.43257,,372,0.43756,,316,0.3956
,,408,0.46853,,395,0.47053,,400,0.45155,,368,0.42158
,,,,,447,0.49451,,,,,412,0.44256
,,,,,491,0.51848,,,,,462,0.47752
,,,,,553,0.55045,,,,,501,0.5045
,,,,,614,0.56543,,,,,537,0.52647
,,,,,670,0.58941,,,,,582,0.55744
,,,,,,,,,,,628,0.57842
,,,,,,,,,,,680,0.59141
,,,,,,,,,,,707,0.5954
,,,,,,,,,,,741,0.60639
,D0628
,,RealSessions_A1171IQSWQS0K8_x,RealSessions_A1171IQSWQS0K8_y,,RealSessions_A3K2VSBTT3WUTI_x,RealSessions_A3K2VSBTT3WUTI_y,,RealSessions_A17TKHT8FEVH0R_x,RealSessions_A17TKHT8FEVH0R_y,,RealSessions_A1ZB2NY0F9QNP0_x,RealSessions_A1ZB2NY0F9QNP0_y
,,105,0.15941,,105,0.15941,,105,0.15941,,105,0.15941
,,162,0.24752,,146,0.20495,,153,0.23366,,157,0.24851
,,196,0.2802,,207,0.27228,,201,0.29604,,205,0.30594
,,239,0.33069,,255,0.33465,,239,0.33762,,255,0.34752
,,278,0.38713,,294,0.38911,,286,0.39802,,294,0.39307
,,310,0.4198,,327,0.4297,,347,0.44059,,342,0.43168
,,357,0.45446,,384,0.47921,,390,0.46634,,399,0.45842
,,413,0.49901,,433,0.5099,,447,0.4901,,460,0.49901
,,459,0.51584,,490,0.53366,,486,0.51881,,491,0.52673
,,500,0.55347,,542,0.56436,,542,0.54455,,532,0.5505
,,,,,567,0.57228,,,,,563,0.5604
,,,,,618,0.58515,,,,,602,0.58812
,,,,,648,0.61089,,,,,632,0.59703
,,,,,679,0.61782,,,,,,
,D0629
,,RealSessions_A1171IQSWQS0K8_x,RealSessions_A1171IQSWQS0K8_y,,RealSessions_A3K2VSBTT3WUTI_x,RealSessions_A3K2VSBTT3WUTI_y,,RealSessions_A17TKHT8FEVH0R_x,RealSessions_A17TKHT8FEVH0R_y,,RealSessions_A1ZB2NY0F9QNP0_x,RealSessions_A1ZB2NY0F9QNP0_y
,,93,0.14551,,93,0.14551,,93,0.14551,,93,0.14551
,,119,0.17969,,149,0.2373,,120,0.18555,,128,0.18945
,,177,0.26758,,191,0.28516,,143,0.22363,,170,0.24902
,,219,0.3125,,217,0.31055,,190,0.26465,,226,0.31641
,,260,0.32812,,265,0.33398,,248,0.32031,,274,0.34277
,,311,0.35645,,326,0.39258,,292,0.35449,,315,0.35742
,,366,0.38965,,395,0.43359,,319,0.375,,360,0.38867
,,408,0.42285,,426,0.44531,,351,0.39551,,392,0.40039
,,441,0.43262,,466,0.46875,,407,0.44434,,446,0.43359
,,501,0.46094,,508,0.50488,,452,0.46582,,491,0.45215
,,,,,540,0.52148,,496,0.49512,,517,0.4668
,,,,,586,0.53613,,525,0.49805,,557,0.49707
,,,,,632,0.54492,,,,,599,0.52441
,,,,,,,,,,,639,0.54199
,,,,,,,,,,,674,0.54492
,D0630
,,RealSessions_A1171IQSWQS0K8_x,RealSessions_A1171IQSWQS0K8_y,,RealSessions_A3K2VSBTT3WUTI_x,RealSessions_A3K2VSBTT3WUTI_y,,RealSessions_A1ZB2NY0F9QNP0_x,RealSessions_A1ZB2NY0F9QNP0_y,,RealSessions_A17TKHT8FEVH0R_x,RealSessions_A17TKHT8FEVH0R_y
,,77,0.15309,,77,0.15309,,77,0.15309,,77,0.15309
,,127,0.2208,,133,0.23945,,111,0.22277,,102,0.17566
,,195,0.31011,,165,0.28557,,167,0.30422,,134,0.23258
,,240,0.34642,,195,0.33464,,199,0.34446,,188,0.29048
,,287,0.40137,,224,0.35329,,232,0.38567,,229,0.33955
,,350,0.44652,,286,0.41315,,275,0.42591,,294,0.37095
,,397,0.4632,,316,0.43572,,334,0.45927,,344,0.41806
,,438,0.4897,,374,0.46811,,383,0.48577,,401,0.46418
,,479,0.50049,,431,0.50834,,436,0.5054,,449,0.49657
,,,,,481,0.52306,,484,0.53484,,510,0.53189
,,,,,528,0.54269,,513,0.54465,,560,0.54563
,,,,,583,0.55545,,564,0.5633,,623,0.56428
,,,,,,,,624,0.58194,,665,0.58194
,,,,,,,,,,,695,0.5947
,,,,,,,,,,,752,0.61629
,,,,,,,,,,,805,0.63101
,D0631
,,RealSessions_A1171IQSWQS0K8_x,RealSessions_A1171IQSWQS0K8_y,,RealSessions_A3K2VSBTT3WUTI_x,RealSessions_A3K2VSBTT3WUTI_y,,RealSessions_A1ZB2NY0F9QNP0_x,RealSessions_A1ZB2NY0F9QNP0_y,,RealSessions_A17TKHT8FEVH0R_x,RealSessions_A17TKHT8FEVH0R_y
,,88,0.1767,,88,0.1767,,88,0.1767,,88,0.1767
,,137,0.25173,,110,0.21125,,108,0.20336,,136,0.25568
,,200,0.34946,,148,0.25173,,159,0.27147,,164,0.28924
,,222,0.37216,,190,0.31096,,216,0.3613,,210,0.32873
,,281,0.42053,,245,0.37907,,254,0.39585,,255,0.36821
,,343,0.46199,,292,0.42053,,295,0.42448,,305,0.41856
,,390,0.48371,,326,0.43633,,349,0.45903,,349,0.44423
,,457,0.50642,,385,0.49457,,389,0.48371,,407,0.48174
,,495,0.5153,,423,0.50444,,447,0.5232,,447,0.50346
,,542,0.54195,,482,0.53603,,479,0.54294,,503,0.52912
,,,,,543,0.55874,,524,0.56663,,538,0.54294
,,,,,588,0.57256,,565,0.57749,,,
,,,,,638,0.5844,,608,0.60612,,,
,,,,,693,0.60316,,656,0.61895,,,
,D0640
,,RealSessions_A1171IQSWQS0K8_x,RealSessions_A1171IQSWQS0K8_y,,RealSessions_A3K2VSBTT3WUTI_x,RealSessions_A3K2VSBTT3WUTI_y,,RealSessions_A1ZB2NY0F9QNP0_x,RealSessions_A1ZB2NY0F9QNP0_y,,RealSessions_A17TKHT8FEVH0R_x,RealSessions_A17TKHT8FEVH0R_y
,,94,0.15529,,94,0.15529,,94,0.15529,,94,0.15529
,,157,0.25618,,141,0.2364,,117,0.20277,,141,0.2364
,,216,0.32641,,185,0.2997,,150,0.26212,,187,0.3363
,,260,0.37092,,234,0.35213,,192,0.31256,,238,0.37784
,,300,0.41048,,280,0.41642,,241,0.37191,,267,0.3996
,,332,0.43027,,345,0.4639,,284,0.39565,,286,0.4184
,,385,0.47181,,381,0.47972,,321,0.43719,,307,0.43027
,,446,0.50148,,418,0.49753,,343,0.45598,,362,0.45302
,,488,0.51039,,469,0.53215,,390,0.48467,,420,0.48269
,,530,0.52522,,530,0.55193,,427,0.51236,,452,0.48863
,,,,,,,,470,0.52324,,482,0.50742
,,,,,,,,531,0.54797,,507,0.51731
,,,,,,,,565,0.56578,,537,0.53511
,,,,,,,,611,0.5816,,585,0.57369
,,,,,,,,,,,624,0.58259
,,,,,,,,,,,664,0.60237
,,,,,,,,,,,719,0.6182
,D0643
,,RealSessions_A1171IQSWQS0K8_x,RealSessions_A1171IQSWQS0K8_y,,RealSessions_A3K2VSBTT3WUTI_x,RealSessions_A3K2VSBTT3WUTI_y,,RealSessions_A1ZB2NY0F9QNP0_x,RealSessions_A1ZB2NY0F9QNP0_y,,RealSessions_A17TKHT8FEVH0R_x,RealSessions_A17TKHT8FEVH0R_y
,,97,0.17878,,97,0.17878,,97,0.17878,,97,0.17878
,,152,0.26719,,153,0.26916,,131,0.21415,,163,0.26326
,,209,0.32908,,190,0.31532,,152,0.24263,,220,0.35462
,,276,0.39194,,226,0.36444,,198,0.31434,,284,0.41159
,,297,0.39784,,278,0.39686,,247,0.36444,,329,0.44204
,,343,0.44695,,326,0.40963,,306,0.4057,,389,0.48232
,,383,0.47053,,372,0.42927,,366,0.4391,,410,0.48919
,,429,0.50884,,408,0.45678,,410,0.46562,,454,0.51081
,,481,0.53242,,440,0.48134,,458,0.47741,,501,0.5275
,,533,0.55697,,487,0.51965,,514,0.53242,,560,0.5501
,,,,,552,0.55501,,566,0.54126,,615,0.56483
,,,,,611,0.57367,,603,0.55501,,670,0.57957
,,,,,669,0.59037,,635,0.5609,,720,0.59528
,,,,,,,,,,,775,0.6169
,,,,,,,,,,,829,0.62574
,,,,,,,,,,,889,0.6444
,,,,,,,,,,,922,0.64637
,,,,,,,,,,,984,0.65226
,D0645
,,RealSessions_A1171IQSWQS0K8_x,RealSessions_A1171IQSWQS0K8_y,,RealSessions_A3K2VSBTT3WUTI_x,RealSessions_A3K2VSBTT3WUTI_y,,RealSessions_A1ZB2NY0F9QNP0_x,RealSessions_A1ZB2NY0F9QNP0_y,,RealSessions_A17TKHT8FEVH0R_x,RealSessions_A17TKHT8FEVH0R_y
,,98,0.16877,,98,0.16877,,98,0.16877,,98,0.16877
,,149,0.25218,,143,0.24539,,143,0.24539,,143,0.24539
,,189,0.30359,,194,0.31135,,205,0.31814,,194,0.31135
,,239,0.35984,,245,0.38506,,248,0.35984,,233,0.34821
,,267,0.40155,,292,0.42677,,299,0.40834,,274,0.38118
,,299,0.41416,,330,0.45102,,335,0.4161,,325,0.44132
,,351,0.44811,,391,0.48788,,386,0.4646,,384,0.484
,,412,0.50048,,444,0.50533,,423,0.47818,,449,0.52376
,,467,0.52182,,512,0.53928,,474,0.50824,,500,0.55771
,,516,0.5354,,564,0.54995,,524,0.52473,,548,0.5742
,,,,,596,0.55286,,571,0.54413,,599,0.58972
,,,,,,,,613,0.56159,,625,0.59651
,,,,,,,,,,,677,0.60621
,,,,,,,,,,,733,0.61785
,,,,,,,,,,,771,0.62173
,,,,,,,,,,,829,0.6324
,,,,,,,,,,,863,0.64016
,D0647
,,RealSessions_A1171IQSWQS0K8_x,RealSessions_A1171IQSWQS0K8_y,,RealSessions_A3K2VSBTT3WUTI_x,RealSessions_A3K2VSBTT3WUTI_y,,RealSessions_A1ZB2NY0F9QNP0_x,RealSessions_A1ZB2NY0F9QNP0_y,,RealSessions_A17TKHT8FEVH0R_x,RealSessions_A17TKHT8FEVH0R_y
,,82,0.18094,,82,0.18094,,82,0.18094,,82,0.18094
,,123,0.25313,,135,0.28393,,109,0.23484,,124,0.24543
,,170,0.34649,,176,0.34745,,157,0.32724,,164,0.28008
,,226,0.41578,,224,0.4283,,220,0.40616,,225,0.38114
,,271,0.47642,,281,0.49471,,268,0.47161,,254,0.41963
,,320,0.53705,,319,0.53609,,317,0.48316,,293,0.47064
,,337,0.55438,,348,0.55053,,352,0.49856,,351,0.50818
,,364,0.5717,,410,0.58518,,400,0.55342,,370,0.51588
,,397,0.58614,,456,0.6102,,457,0.58614,,405,0.5409
,,,,,513,0.64581,,498,0.6102,,453,0.58422
,,,,,554,0.66121,,528,0.62753,,517,0.6025
,,,,,606,0.67276,,580,0.64485,,554,0.61116
,,,,,661,0.68142,,638,0.69009,,608,0.62368
,,,,,725,0.70837,,660,0.69971,,,
,,,,,,,,696,0.70934,,,
,D0650
,,RealSessions_A1171IQSWQS0K8_x,RealSessions_A1171IQSWQS0K8_y,,RealSessions_A3K2VSBTT3WUTI_x,RealSessions_A3K2VSBTT3WUTI_y,,RealSessions_A17TKHT8FEVH0R_x,RealSessions_A17TKHT8FEVH0R_y,,RealSessions_A1ZB2NY0F9QNP0_x,RealSessions_A1ZB2NY0F9QNP0_y
,,95,0.14115,,95,0.14115,,95,0.14115,,95,0.14115
,,159,0.22465,,159,0.22465,,159,0.22465,,159,0.22465
,,181,0.23062,,210,0.27734,,201,0.27833,,189,0.25944
,,213,0.25348,,240,0.29722,,250,0.33002,,225,0.28231
,,250,0.27237,,262,0.30815,,298,0.37575,,260,0.31014
,,295,0.30417,,297,0.31809,,328,0.39563,,289,0.33101
,,347,0.3499,,345,0.36978,,365,0.42744,,340,0.36481
,,377,0.3668,,385,0.40755,,406,0.45328,,378,0.38966
,,427,0.3996,,438,0.44533,,456,0.47018,,440,0.42048
,,479,0.42644,,488,0.49006,,491,0.47416,,484,0.44831
,,,,,543,0.50298,,,,,530,0.47117
,,,,,591,0.51789,,,,,,
,,,,,621,0.52584,,,,,,
R2
,D0601
,,RealSessions_AJQGWGESKQT4Y_x,RealSessions_AJQGWGESKQT4Y_y,,RealSessions_A3GWRDHAURRNK6_x,RealSessions_A3GWRDHAURRNK6_y,,RealSessions_AVBRJBJONL47I_x,RealSessions_AVBRJBJONL47I_y,,RealSessions_A1A1ZXUVSV4YR8_x,RealSessions_A1A1ZXUVSV4YR8_y
,,86,0.0131,,86,0.0131,,86,0.0131,,86,0.0131
,,137,0.02218,,138,0.03125,,136,0.02016,,140,0.01512
,,189,0.03931,,180,0.03427,,177,0.02823,,205,0.01512
,,259,0.04536,,229,0.0373,,230,0.0504,,234,0.01714
,,324,0.04839,,284,0.04133,,264,0.05544,,281,0.02117
,,381,0.0494,,349,0.04637,,315,0.06149,,324,0.02218
,,431,0.05645,,391,0.05645,,380,0.06452,,374,0.02923
,,475,0.09375,,445,0.06351,,428,0.06452,,427,0.05141
,,,,,499,0.06754,,477,0.06754,,463,0.05343
,,,,,564,0.07359,,527,0.07359,,489,0.05847
,,,,,608,0.07762,,584,0.0746,,538,0.06048
,,,,,,,,641,0.07661,,,
,,,,,,,,695,0.07863,,,
,,,,,,,,762,0.08669,,,
,,,,,,,,827,0.09577,,,
,D0603
,,RealSessions_AJQGWGESKQT4Y_x,RealSessions_AJQGWGESKQT4Y_y,,RealSessions_A3GWRDHAURRNK6_x,RealSessions_A3GWRDHAURRNK6_y,,RealSessions_A1A1ZXUVSV4YR8_x,RealSessions_A1A1ZXUVSV4YR8_y,,RealSessions_AVBRJBJONL47I_x,RealSessions_AVBRJBJONL47I_y
,,85,0.0266,,85,0.0266,,85,0.0266,,85,0.0266
,,141,0.03448,,147,0.04335,,141,0.03448,,143,0.04335
,,208,0.04828,,196,0.0532,,195,0.05222,,177,0.06108
,,257,0.06305,,251,0.06601,,262,0.06601,,232,0.06108
,,316,0.0798,,302,0.0798,,300,0.0867,,290,0.06502
,,373,0.08867,,353,0.09951,,353,0.09261,,347,0.07389
,,424,0.10049,,395,0.10837,,404,0.10148,,403,0.0798
,,473,0.11823,,452,0.11429,,466,0.10542,,466,0.08374
,,526,0.12217,,513,0.12709,,524,0.12118,,528,0.08768
,,561,0.12611,,561,0.13202,,583,0.13793,,566,0.10837
,,,,,623,0.13793,,,,,621,0.11724
,,,,,685,0.14581,,,,,672,0.12118
,,,,,729,0.14975,,,,,726,0.133
,,,,,773,0.15074,,,,,783,0.15468
,,,,,,,,,,,841,0.1734
,,,,,,,,,,,886,0.17537
,D0605
,,RealSessions_AJQGWGESKQT4Y_x,RealSessions_AJQGWGESKQT4Y_y,,RealSessions_A3GWRDHAURRNK6_x,RealSessions_A3GWRDHAURRNK6_y,,RealSessions_A1A1ZXUVSV4YR8_x,RealSessions_A1A1ZXUVSV4YR8_y,,RealSessions_AVBRJBJONL47I_x,RealSessions_AVBRJBJONL47I_y
,,86,0.04386,,86,0.04386,,86,0.04386,,86,0.04386
